group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22b,8,7,7,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7,8,5,5,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,7.0
22b,8,7,7,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6,6,9,6,-,-,-,-,S¹,S¹,-,-,-,-,-,18.0,21.0,7.5
22b,8,8,8,-,-,-,-,S¹,-,-,-,8,8,8,7,8,7,7,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,8,7,6,7,8,8,8,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.65
22b,8,9,9,-,-,-,-,-,-,-,-,10,10,9,9,9,8,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,8,9,8,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,8.85
22b,9,6,6,-,-,-,-,-,-,-,-,10,10,8,6,6,K,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,6,7,6,7,6,6,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,32.0,7.28
22b,9,7,7,-,-,-,-,-,-,-,-,9,9,7,7,-,-,-,-,-,-,-,-,9,9,8,-,-,-,-,-,-,-,-,9,8,8,8,7,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,8.17
22b,9,8,8,10,8,-,-,-,-,S¹,-,8,8,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,7,5,7,7,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,7.88
22b,9,9,9,10,9,-,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,9,9,9,8,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,32.0,9.06
22b,9,8,8,-,-,-,-,-,-,-,-,9,9,9,10,8,9,10,-,-,-,-,-,10,10,9,-,-,-,-,S¹,-,-,-,10,10,10,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.43
22b,9,10,10,-,-,-,-,-,-,-,-,9,9,8,10,10,10,10,-,-,-,-,-,10,10,9,8,-,-,-,S¹,-,-,-,10,9,9,9,10,10,10,-,8,-,-,10,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,9.43
22b,-,-,-,-,-,-,-,-,-,-,-,10,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,O,-,-,-,-,-,-,-,-,-,-,-,7.0,6.0,8.25
