group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22c,8,8,8,-,-,-,-,-,-,-,-,9,9,7,8,7,6,7,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,7,7,7,7,5,O,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,33.0,7.26
22c,8,8,8,-,-,-,-,S¹,-,-,-,9,9,7,7,8,7,6,-,-,-,-,-,8,8,7,5,8,-,-,-,-,-,-,9,7,8,7,8,7,7,-,8,-,8,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.58
22c,8,8,8,8,7,-,-,S¹,-,-,-,9,9,7,8,7,8,6,-,-,-,-,-,9,9,9,8,-,-,-,-,S¹,-,-,9,7,9,7,7,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.0,48.0,7.96
22c,8,9,9,9,7,-,-,-,-,-,-,9,9,7,8,8,8,6,-,-,-,-,-,9,9,9,9,8,-,-,-,-,-,-,9,9,9,9,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.56
22c,8,7,7,-,-,-,-,-,-,-,-,8,8,8,7,5,9,9,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,6,7,7,7,5,8,8,-,8,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,7.33
22c,8,9,9,-,-,-,-,S¹,-,-,-,9,9,9,7,9,9,8,9,-,-,-,-,9,9,8,8,8,-,-,-,-,-,-,9,8,8,8,9,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.46
22c,8,9,9,-,-,-,-,-,-,-,-,9,9,9,7,8,7,8,-,-,-,-,-,9,9,9,6,9,-,-,S¹,-,-,-,7,7,7,7,9,9,9,-,10,-,-,-,-,-,-,S¹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,46.0,8.26
22c,9,9,9,7,-,-,-,-,-,-,-,9,9,8,7,8,8,9,-,-,-,-,-,9,9,-,-,-,-,-,-,S¹,-,-,8,8,8,8,6,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.14
22c,9,9,9,-,-,-,-,S¹,-,-,-,9,9,7,-,-,-,-,-,-,-,-,-,9,9,10,8,K,-,-,-,-,-,-,8,7,8,7,7,O,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,31.0,8.29
22c,9,10,10,9,9,-,-,-,-,-,-,10,10,10,10,9,10,8,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,10,10,10,10,10,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.45
22c,9,9,9,-,-,-,-,S¹,-,-,-,9,9,9,9,8,10,8,-,-,-,-,-,9,9,10,10,10,-,-,-,-,-,-,10,10,10,10,10,O,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,41.0,9.41
22c,10,10,10,-,-,-,-,-,-,-,-,7,7,9,10,10,10,9,-,-,-,-,-,10,10,10,9,9,-,-,-,-,-,-,9,10,10,10,10,10,10,-,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,9.54
