group,lbi01,lbi02,lbi03,lbi04,lbi05,lbi06,lbi07,lbi08,lbi09,lbi10,lbi11,lfy01,lfy02,lfy03,lfy04,lfy05,lfy06,lfy07,lfy08,lfy09,lfy10,lfy11,lfy12,lke01,lke02,lke03,lke04,lke05,lke06,lke07,lke08,lke09,lke10,lke11,lmay01A,lmaa02,lmaa03,lmaa04,lmaa05,lmaa06,lmaa07,lmaa08,lmaa09,lmaa10,lmaa11,lmaa12,lmaa13,lmaa14,lmaa15,lmaa16,lmaa17,lmaa18,lmaa19,lmaa20,lmay01B,lmab02,lmab03,lmab04,lmab05,lmab06,lmab07,lmab08,lmab09,lmab10,lmab11,lmab12,lmab13,lmab14,lmab15,Hylättyjä arvosanoja,Arvosanojen lukumäärä,Opintoviikkoja,Keskiarvo
22a,9,9,9,9,8,-,-,-,-,-,-,9,9,8,7,9,7,8,-,-,-,-,-,9,9,6,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,8,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.0,44.0,8.08
22a,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,9,8,8,-,-,-,10,-,-,-,-,S¹,S¹,S¹,-,-,20.0,22.0,8.25
22a,9,9,9,-,-,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,9,6,9,7,-,-,-,-,-,-,-,-,-,-,-,16.0,18.0,8.08
22a,9,9,9,9,10,-,-,-,-,-,-,9,9,9,7,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,7,8,7,8,9,8,8,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.0,34.0,8.58
22a,9,8,8,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,7,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,7.81
22a,9,8,8,8,9,-,-,-,-,-,-,9,9,7,8,7,O,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,8,8,8,8,8,8,8,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,36.0,8.15
22a,9,8,8,9,8,-,-,-,-,S¹,-,9,9,-,-,-,-,-,-,-,-,-,-,10,10,8,8,8,-,-,S¹,-,-,-,8,8,8,8,9,7,7,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.35
22a,9,10,10,9,10,-,-,-,-,-,-,9,9,-,-,8,K,-,-,-,-,-,-,9,9,9,10,10,-,-,-,-,-,-,10,10,8,7,8,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,9.1
22a,9,10,10,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,9,8,8,8,7,9,9,-,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.0,28.0,8.75
22a,10,10,10,8,9,-,-,-,-,-,-,9,9,8,7,8,7,7,-,-,-,-,-,9,9,9,8,9,-,-,-,S¹,-,-,9,9,9,9,8,8,8,-,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.0,50.0,8.58
22a,10,8,8,-,-,-,-,-,-,-,-,9,9,7,9,10,9,8,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,10,9,10,9,9,9,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.0,36.0,9.15
22a,10,9,9,9,9,-,-,-,-,-,-,9,9,8,10,10,10,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,10,10,9,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,9.55
22a,10,9,9,10,10,-,-,-,-,S¹,-,9,9,9,-,-,-,-,-,-,-,-,-,10,10,9,8,8,-,-,-,-,-,-,9,9,7,9,9,7,7,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.86
22a,10,10,10,10,9,-,-,-,-,-,-,9,9,K,-,-,-,-,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,9,8,9,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.0,30.0,9.24
22a,10,10,10,-,-,-,-,S¹,-,-,-,9,9,9,9,8,9,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,9,9,9,9,8,8,8,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.0,38.0,9.05
22a,10,10,10,-,-,-,-,S¹,-,S¹,-,9,9,8,9,9,9,9,-,-,-,-,-,10,10,-,-,-,-,-,-,-,-,-,8,8,8,8,9,9,9,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,40.0,8.95
22a,10,10,10,9,9,-,-,-,-,S¹,-,9,9,K,-,-,-,-,-,-,-,-,-,9,9,8,6,9,-,-,-,-,-,-,9,7,7,7,6,7,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,38.0,8.2
22a,10,9,9,10,9,-,-,-,-,-,-,9,9,10,-,-,-,-,-,-,-,-,-,10,10,9,10,10,-,-,-,-,-,-,9,9,7,-,9,8,8,9,9,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.0,39.0,9.14
22a,10,9,9,-,-,-,-,-,-,-,-,10,10,10,10,8,8,9,-,-,-,-,-,10,10,7,8,8,-,-,-,-,-,-,8,8,8,8,7,7,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,8.52
22a,10,9,9,-,-,-,-,-,-,-,-,10,10,10,10,10,10,10,-,-,-,-,-,10,10,10,10,10,-,-,-,-,-,-,10,10,10,10,10,10,10,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.0,42.0,9.91
